path,category,tracked_status,size_bytes,sha256,required_for_fresh_clone,safe_to_commit,reason,owner_decision_required,duplicate_conflict_relationship
PROVENANCE_CONTRACT_MATRIX.md,S,untracked,5366,37a06f70e679e28ba68b45974960c3eb36f3c3dfbf6509011b674aeefca0f659,no,yes,"report/RFC/analysis doc | Owner decision 4 (2026-07-15): reviewed, qualifies as required governance/architecture/root-cause/reproducibility/production-readiness evidence, track.",no,
PROVENANCE_SPECIFICATION.md,S,untracked,6389,03910a5e9128d727439abdfb4c43d6bce318ea6210718dd60374bbe687ec6c2f,no,yes,"report/RFC/analysis doc | Owner decision 4 (2026-07-15): reviewed, qualifies as required governance/architecture/root-cause/reproducibility/production-readiness evidence, track.",no,
PYTEST_POLICY.md,S,untracked,788,a01e9f2633f6263499af89a0fa46b3e63eaee0fc74c47c5c174bd6e7189e86b2,no,yes,"report/RFC/analysis doc | Owner decision 4 (2026-07-15): reviewed, qualifies as required governance/architecture/root-cause/reproducibility/production-readiness evidence, track.",no,
QUERY_LAYER_RFC.md,S,untracked,7384,3879173bead4c492ce0624c172bc0f2931b37f647bb53baa3550a3809f56a66c,no,yes,"report/RFC/analysis doc | Owner decision 4 (2026-07-15): reviewed, qualifies as required governance/architecture/root-cause/reproducibility/production-readiness evidence, track.",no,
RC024_CLASS_LEVEL_ANALYSIS.md,S,untracked,6560,e3b4cedb58953ce3a2c80bf0285cf64598db97e834fa950fdbfe4a2907cb99f1,no,yes,"report/RFC/analysis doc | Owner decision 4 (2026-07-15): reviewed, qualifies as required governance/architecture/root-cause/reproducibility/production-readiness evidence, track.",no,
RC024_DOSE_AUDIT_REPORT.md,S,untracked,7993,ac42a773a739c5d9a32de4a8bb3cae425bd8d2828ed0098d2a0cdb945e2c25fd,no,yes,"report/RFC/analysis doc | Owner decision 4 (2026-07-15): reviewed, qualifies as required governance/architecture/root-cause/reproducibility/production-readiness evidence, track.",no,
RC027_ROOT_CAUSE_REPORT.md,S,untracked,5309,7912a3f9dac6fb4a742be9969a7d48bab42bc3b0e7db2e40c21eb7438b53ac9e,no,yes,"report/RFC/analysis doc | Owner decision 4 (2026-07-15): reviewed, qualifies as required governance/architecture/root-cause/reproducibility/production-readiness evidence, track.",no,
RCA_DATA_QUALITY.md,S,untracked,12199,5357d32df7a96fddd2eb74815c12fc40c059e5a0af44d610a6aa616d0afe7c4b,no,yes,"report/RFC/analysis doc | Owner decision 4 (2026-07-15): reviewed, qualifies as required governance/architecture/root-cause/reproducibility/production-readiness evidence, track.",no,
README.md,F,untracked,6219,32323630158adacc62c60c04697d3a75e1b03c88ade3dfa27d2776f8592f53bf,no,yes,documentation required for operation,no,
RECOVERY_TRACKED_FILES.txt,J,untracked,16345,469d86dc278a5cd42a5cd154c9f80547cbb297b2cc067b90163cd42818772fbc,no,no,"superseded generated list | Owner decision 4 (2026-07-15): superseded generated list from an earlier session; superseded by P56_PROPOSED_TRACKED_FILES.txt. Exclude, not deleted from disk.",no,
REGIMEN_APPROVAL_MODEL.md,S,untracked,8224,b36aab835f4f0fa275503396c83c5c7c4ffaeb2707b5188e24c6de5c9f3c5924,no,yes,"report/RFC/analysis doc | Owner decision 4 (2026-07-15): reviewed, qualifies as required governance/architecture/root-cause/reproducibility/production-readiness evidence, track.",no,
REGIMEN_ASSEMBLY_ENGINE_RFC.md,S,untracked,10640,98ed4ce0c3f1a1a8142be455441ad3bd6c5cd16d88ea58bf5d4d2ddb239c03ee,no,yes,"report/RFC/analysis doc | Owner decision 4 (2026-07-15): reviewed, qualifies as required governance/architecture/root-cause/reproducibility/production-readiness evidence, track.",no,
REGIMEN_VALIDATION_GATES.md,S,untracked,5840,bd43c3ffc35cc41135a99ca401f511ffc3d4e5bdb605ed07ce0eaa3271a248fe,no,yes,"report/RFC/analysis doc | Owner decision 4 (2026-07-15): reviewed, qualifies as required governance/architecture/root-cause/reproducibility/production-readiness evidence, track.",no,
RELEASE_READINESS.md,S,untracked,5245,8d4290cbb0456dde998d1655117038f8d40485075b223dd7e9dc144e84bc8e9b,no,yes,"report/RFC/analysis doc | Owner decision 4 (2026-07-15): reviewed, qualifies as required governance/architecture/root-cause/reproducibility/production-readiness evidence, track.",no,
REPOSITORY_MANIFEST.json,G,untracked,147441,97c86b73b41355352ded8dc7d1ef0ffe5b76826a41eae19476d7369a0c1fe45d,no,yes,P5.6 owner-recovery-program deliverable: required security-incident-history/reproducibility/governance evidence for this recovery.,no,
REPOSITORY_MANIFEST.md,G,untracked,5353,9f3a327d22feb4538a408efbab65d779f6b15e93eaabd622ed8f23e1d847e851,no,yes,P5.6 owner-recovery-program deliverable: required security-incident-history/reproducibility/governance evidence for this recovery.,no,
REPOSITORY_RECOVERY_CLASSIFICATION.csv,G,untracked,107251,addf506114cdf5d7e0d796c2822b36ab35fc31d4b29887dce3d020716e98a8b8,no,yes,P5.6 owner-recovery-program deliverable: required security-incident-history/reproducibility/governance evidence for this recovery.,no,
REPOSITORY_RECOVERY_CLASSIFICATION.md,G,untracked,4178,7ab349799fb825f5c928fede49a69c88f5336f02eae8a9786398c1dcc0980db3,no,yes,P5.6 owner-recovery-program deliverable: required security-incident-history/reproducibility/governance evidence for this recovery.,no,
REPOSITORY_RECOVERY_PLAN.md,S,untracked,10405,a73cd98802c49f1802bc0b097875ee6095c7f4b12f10dd833eb302f95278e3dc,no,yes,"report/RFC/analysis doc | Owner decision 4 (2026-07-15): reviewed, qualifies as required governance/architecture/root-cause/reproducibility/production-readiness evidence, track.",no,
REPOSITORY_UNTRACKED_INVENTORY.json,J,untracked,68238,e60f3d7071dc540713af49861e290763ee79b946866cb99d036af544532d4d98,no,no,"generated report/artifact | Owner decision 4 (2026-07-15): superseded raw generated inventory from an earlier session; superseded by this program's manifests. Exclude, not deleted from disk.",no,
REPRODUCIBLE_BUILD.md,S,untracked,2368,9ece9cb67a4744e2090ac38fa9af9766624b7ba538610773c7fc0ed0d0c9c110,no,yes,"report/RFC/analysis doc | Owner decision 4 (2026-07-15): reviewed, qualifies as required governance/architecture/root-cause/reproducibility/production-readiness evidence, track.",no,
REVIEW_PACKET_CONTRACT.md,S,untracked,4665,e670cb5dec078436661d7e90c4b22a385aacce4d848a073f50369cfd0e3b1d59,no,yes,"report/RFC/analysis doc | Owner decision 4 (2026-07-15): reviewed, qualifies as required governance/architecture/root-cause/reproducibility/production-readiness evidence, track.",no,
REVIEW_WORKFLOW_RFC.md,S,untracked,7131,d03008cbf0a3973e3fc40d73ebbac8e5669acbd20c512b4eea588cdc77b6c911,no,yes,"report/RFC/analysis doc | Owner decision 4 (2026-07-15): reviewed, qualifies as required governance/architecture/root-cause/reproducibility/production-readiness evidence, track.",no,
RFC_INDEX.md,S,untracked,2332,f604f28a6976d6642d8cafa6ed5adca13d850a57dcbc5b48f06a2ac0cdd4a45a,no,yes,"report/RFC/analysis doc | Owner decision 4 (2026-07-15): reviewed, qualifies as required governance/architecture/root-cause/reproducibility/production-readiness evidence, track.",no,
RISK_REGISTER.md,S,untracked,7981,3b795fa3a62dca8f9a413de6a8203c103842ed4326c3bc43044bafb85ed5e332,no,yes,"report/RFC/analysis doc | Owner decision 4 (2026-07-15): reviewed, qualifies as required governance/architecture/root-cause/reproducibility/production-readiness evidence, track.",no,
ROADMAP.md,S,untracked,10494,d8fc0b649733f01ef2fef73ff543b852c3f8c020d4df3e921a801aceaeda4ac1,no,yes,"report/RFC/analysis doc | Owner decision 4 (2026-07-15): reviewed, qualifies as required governance/architecture/root-cause/reproducibility/production-readiness evidence, track.",no,
ROADMAP_STATUS.md,S,untracked,1641,6ec2fc2768ede78c3d2355c0bd301f1aba604f11e3bb26fecd332f75e1c40c5c,no,yes,"report/RFC/analysis doc | Owner decision 4 (2026-07-15): reviewed, qualifies as required governance/architecture/root-cause/reproducibility/production-readiness evidence, track.",no,
ROOT_CAUSE_REGISTER.md,S,untracked,19823,7f35dd9fd7b696585a610d6661f3f5b7fe6b5419b91535af74279f0f9025c779,no,yes,"report/RFC/analysis doc | Owner decision 4 (2026-07-15): reviewed, qualifies as required governance/architecture/root-cause/reproducibility/production-readiness evidence, track.",no,
SECRETS_MANAGEMENT_POLICY.md,S,untracked,1311,36aef456596c55e2794d589435c0a687fbea48a28e1d05a9e455d5b36b1916c9,no,yes,"report/RFC/analysis doc | Owner decision 4 (2026-07-15): reviewed, qualifies as required governance/architecture/root-cause/reproducibility/production-readiness evidence, track.",no,
SECURITY_INCIDENT_REPORT.md,S,untracked,1837,de4e391f833c80a7587d6a5b3246e2b6fae3fe7b55673eaa266b482391bf0fb9,no,yes,"report/RFC/analysis doc | Owner decision 4 (2026-07-15): reviewed, qualifies as required governance/architecture/root-cause/reproducibility/production-readiness evidence, track.",no,
SESSION_HISTORY.md,S,untracked,115369,3d3cfd8b30947256d3030d1c65615e859c598d8397684d369aef6fe0216f4275,no,no,"report/RFC/analysis doc | Owner decision 4 (2026-07-15): transient console/chat transcript dump, no independent governance value. Exclude, not deleted from disk.",no,
SESSION_SUMMARY.md,S,untracked,3911,7bc628a38ea8b22d9cd7ebb4410c0a49745d15549eaf83da2a19fc302d15b298,no,no,"report/RFC/analysis doc | Owner decision 4 (2026-07-15): duplicate of PROJECT_STATE.md current-state content. Exclude, not deleted from disk.",no,
SINGLE_SOURCE_OF_TRUTH_RFC.md,S,untracked,7761,4a1a89d225b58a0602835a4a56e66a6815407b4596b5609089ec8bea5066afbe,no,yes,"report/RFC/analysis doc | Owner decision 4 (2026-07-15): reviewed, qualifies as required governance/architecture/root-cause/reproducibility/production-readiness evidence, track.",no,
TECH_DEBT_BACKLOG.md,S,untracked,4795,5bfc2edcc4caa390590b0c9475a703188c64236f4b78fa9344a7585523375b8b,no,yes,"report/RFC/analysis doc | Owner decision 4 (2026-07-15): reviewed, qualifies as required governance/architecture/root-cause/reproducibility/production-readiness evidence, track.",no,
TEST_RECOVERY_REPORT.md,S,untracked,988,1820359dbb2a233bf6aeb59c3a9f87a4cd703976e08b488bbc367be95a1de46c,no,yes,"report/RFC/analysis doc | Owner decision 4 (2026-07-15): reviewed, qualifies as required governance/architecture/root-cause/reproducibility/production-readiness evidence, track.",no,
THERAPEUTIC_OPTION_REVIEW_TAGGING_AUDIT.md,S,untracked,5324,81795e3302bf8a0ec4797a9f9bb119290f29be36c714520844126ef70ee6a916,no,yes,"report/RFC/analysis doc | Owner decision 4 (2026-07-15): reviewed, qualifies as required governance/architecture/root-cause/reproducibility/production-readiness evidence, track.",no,
THERAPEUTIC_OPTION_RULES.md,S,untracked,3765,2a88e3136ce61211be75d6684036d6f7efb63735af766cdc4728b458a803674d,no,yes,"report/RFC/analysis doc | Owner decision 4 (2026-07-15): reviewed, qualifies as required governance/architecture/root-cause/reproducibility/production-readiness evidence, track.",no,
UNKNOWN_DRUGS_CSV_DECISION.md,G,untracked,6732,993624113caad5f20e110de10dbbfb7e119778fdb785de7b9784eddfcde38ba4,no,yes,P5.6 owner-recovery-program deliverable: required security-incident-history/reproducibility/governance evidence for this recovery.,no,
VERSIONING_GOVERNANCE.md,G,untracked,5064,e1ca4992205b7d6ce88d857730d0250ff48b6a071e262caf0c78c18349321d11,no,yes,governance documentation,no,
antibiotic_calc.html,A,tracked,326864,04291d1770d94a787f8b1ca1b554e70b0a53471667d564264ee1675a46f4dbf2,yes,yes,production source (built UI artifact/template),no,
antibiotic_calc.html.template,A,tracked,74438,d3400efb620ae85ac8c53ece7cd0efa26aaaeded44d000a50004c9d2fae1bed7,yes,yes,production source (built UI artifact/template),no,
benchmark_review_workbench.py,H,untracked,1906,289f2fceda1235dbdfb7eb0f2fcab69048b19820a73c45c24d87c9fa00f75af0,no,yes,reproducibility/build/tooling script,no,
build_html.ps1,H,tracked,1596,bd6d823d94b3e4c14f5abfe6c6f4d496ac701d1ba399ff1bcf6f73aa3aee1ef2,no,yes,reproducibility/build/tooling script,no,
build_p44_kb.py,H,untracked,7974,6c249e25e32d0dda256cc2573e9c997c45705f086ff9faa450659fd22a565a0a,no,yes,reproducibility/build/tooling script,no,
build_review_workbench.py,H,untracked,1425,b71c26f5c7c5231f716b3029b879ba3911a6223022534656c2a907815854ff18,no,yes,reproducibility/build/tooling script,no,
clinical_data_audit_report.md,S,untracked,4538,22a5d1084c001c848143b9815dcb8687ae498c161e754a0abf2717de33109727,no,yes,"report/RFC/analysis doc | Owner decision 4 (2026-07-15): reviewed, qualifies as required governance/architecture/root-cause/reproducibility/production-readiness evidence, track.",no,
clinical_engine/__init__.py,A,untracked,2264,14ad39543e4354991ae2af848c6ae06a6c31d35067e1e0676a712880474f5f9f,yes,yes,production source code,no,
clinical_engine/_population.py,A,untracked,1745,c6e2d941ceb149d914789d93f6a762eb743a95c172f0ddb1e50a3e64fe46c179,yes,yes,production source code,no,
clinical_engine/api/__init__.py,A,untracked,377,c11f36129eb4774a770d45c9a358aa4e0c1443a204cc279079e38784e7cc45b9,yes,yes,production source code,no,
clinical_engine/api/app.py,A,untracked,1800,120a0f942f696f73c60566367144f45572c6a0b7123ce56ba15c185a0f10a9de,yes,yes,production source code,no,
clinical_engine/api/contract.py,A,untracked,5661,aa133bc730a7749afa54c59109ecddfb49868faae29a64fa76ccddffc0288d8b,yes,yes,production source code,no,
clinical_engine/api/service.py,A,untracked,7755,3c2895a0be3988659821a67acfd0c50fd9594565a2b9c943ce4034593e61ab01,yes,yes,production source code,no,
clinical_engine/bundles/__init__.py,A,untracked,639,bd9b3f1870e8003c00128db9dba2be9a8d6bd5f033290837ef324f6ca70941f8,yes,yes,production source code,no,
clinical_engine/bundles/loader.py,A,untracked,9257,3d58d093798c82fd7ad0577d8b5e130da211afdcc98a80f5f20a08abbc54b274,yes,yes,production source code,no,
clinical_engine/config.py,A,untracked,3651,991e3d57d535a06acc65bf4a5206ab07726cc19d2e89fef8884a15422f9ce8b4,yes,yes,production source code,no,
clinical_engine/conformance.py,A,untracked,5790,7ce21b09f93c23d16940061aaa57f0e698232c645f49226866f5aeccc138fcf4,yes,yes,production source code,no,
clinical_engine/corpus/__init__.py,A,untracked,896,0f5a1ad25c88aaedd991ac5295f01a4033b6343d1ea1bd63d152b8074bdfc982,yes,yes,production source code,no,
clinical_engine/corpus/build_manifest.py,A,untracked,4947,cf24aea029f87db0328eee942a9d86a9c1df93c64ddea6bff08263583b8ec8cf,yes,yes,production source code,no,
clinical_engine/corpus/corpus_config.json,A,untracked,548,8ec267c5cdaca57e1db660c96dabf72930a63f7c2dfc7c433fa6ad3a80fbd62c,yes,yes,production source code,no,
clinical_engine/corpus/locator.py,A,untracked,6005,2abad7261f8ed97ef4e9afc74b3197526a6a67f684fbbd7ee3867b2b09d777ad,yes,yes,production source code,no,
clinical_engine/corpus/provenance.py,A,untracked,8643,956e3c0fdc1fb88c8a2295986d6bc3b985da2f7534b35f2968d2352f628825ff,yes,yes,production source code,no,
clinical_engine/curated/__init__.py,A,untracked,579,e8670473fa2a80efabf77851280ceffd12e5be4a05d0d624614896fd772aefe5,yes,yes,production source code,no,
clinical_engine/curated/knowledge.py,A,untracked,7004,332cb423895c773e6be6cdf257d97e61d590738949ecc4d3ac63c6a98f7e8c41,yes,yes,production source code,no,
clinical_engine/engine.py,A,untracked,13287,af0aaeef006bc2a70a687a17c5a8a3bef6da2bd0239e2d9b1f3da1b65cbaec05,yes,yes,production source code,no,
clinical_engine/golden_cases/README.md,A,untracked,4482,bf9b79877fb4421445b45f6d2eaba0e9de9b472ff1d2721fde895a840fea8005,yes,yes,production source code,no,
clinical_engine/golden_cases/_TEMPLATE.json,A,untracked,1334,6384eeb2c59ca511fd1d09d8b4e737f13844d86ae98d2506d3dc2577d9959ba5,yes,yes,production source code,no,
clinical_engine/golden_cases/__init__.py,A,untracked,437,528dd71a54ed5c2468195444047bc7a241670e490602ff74f868e1dd39574d5d,yes,yes,production source code,no,
clinical_engine/golden_cases/cap_penicillin_allergy.json,A,untracked,1369,dc2324bae859cc02ca8458674003839cecab6ac1dfe9ef42bad651dea4a000fc,yes,yes,production source code,no,
clinical_engine/golden_cases/diagnosis_acute_sinusitis_gaimorit.json,A,untracked,1157,0aba1e2fda88ec81ead2acea5b3c1b3feb7025e8666b8e41858489252f186257,yes,yes,production source code,no,
clinical_engine/golden_cases/diagnosis_cap_pneumonia.json,A,untracked,1149,202de52aac57ab3f3e3a78ed86257648f5bea394fd6eacfb10e4507a13d4c97b,yes,yes,production source code,no,
clinical_engine/golden_cases/diagnosis_cystitis_uncomplicated.json,A,untracked,1049,89df87ad26b4cf58e803786eb11c48f9fd2e7bf076055cda767ca2021c24f981,yes,yes,production source code,no,
clinical_engine/golden_cases/diagnosis_negative_gaimorit_not_chronic.json,A,untracked,1062,89d456c7fdfdb797f3b01966acc89178ef69f371919d6a384122cbf3817a1993,yes,yes,production source code,no,
clinical_engine/golden_cases/diagnosis_negative_tonsillitis_not_combined.json,A,untracked,925,dc9f5554c3dcd11e604fcb10ebccb36a99259c674836e59b38643ffd37a2f6ae,yes,yes,production source code,no,
clinical_engine/golden_cases/diagnosis_negative_tonsillitis_not_pharyngitis.json,A,untracked,941,580c2ad9274cd1f3bb5ca9019311b254541be7dee88c11a0d64fc6849a67db5d,yes,yes,production source code,no,
clinical_engine/golden_cases/runner.py,A,untracked,13289,2ac30e32a689c36036a3c107b15362c12b26a6f68e73b1adc4981cf26c49f16d,yes,yes,production source code,no,
clinical_engine/golden_cases/schema.json,A,untracked,4204,3cc283d368d9f6f56e99678ffb782b5bb433f494773bdf1b8a7984208d4d35c1,yes,yes,production source code,no,
clinical_engine/manifest.py,A,untracked,7488,b7c8a5d8f71d9df2f50a257f95b5c9e6e9d9ee617568695abfcf60c957707f75,yes,yes,production source code,no,
clinical_engine/models.py,A,untracked,12727,85e1b68e9f8ed577d1a9845b08db4ff262e59df658739c39b4cbddd09431c2b1,yes,yes,production source code,no,
clinical_engine/pipeline.py,A,untracked,3509,056ae72f1452250fd8386a3af4abd68b114b1fa0e0fe2022382370bb7a0e7325,yes,yes,production source code,no,
clinical_engine/readers/__init__.py,A,untracked,155,88a62576697f7427e97fee2d21e9e02288d7a43c5ea8811be4673768ecfdb021,yes,yes,production source code,no,
clinical_engine/readers/canonical_regimen_provider.py,A,untracked,3978,da115a61aa0ec85a85a509f9d59f384f00c89d8b6660f9b911945778f33faa5f,yes,yes,production source code,no,
clinical_engine/readers/diagnosis_reader.py,A,untracked,5215,e8cd812a24afd9903e9d12ba62b1d35e679ddfd3a8fff1a558761922222c8f0c,yes,yes,production source code,no,
clinical_engine/readers/drug_reference_reader.py,A,untracked,8831,4b860fa65677a641cb837f384be6bc162433be79b78e6e1cba20b5c693bc7df9,yes,yes,production source code,no,
clinical_engine/readers/sqlite_reader.py,A,untracked,6091,b602935c1c149b2cc4bc453731fa7af46b14fd1035a962b8b6d2a2c99637560c,yes,yes,production source code,no,
clinical_engine/regimen/__init__.py,A,untracked,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,yes,yes,production source code,no,
clinical_engine/regimen/approval_workflow.py,A,untracked,2779,00876ac96d76e456c5c67ff9b4e41f24f59710beb8b1eaf8d75e4e92d935b0be,yes,yes,production source code,no,
clinical_engine/regimen/assembly_engine.py,A,untracked,9491,020c160e7a0e11a4878cc938039f497eeb76a728fff77a027e8dff45cafd2dc8,yes,yes,production source code,no,
clinical_engine/regimen/class_level_migration.py,A,untracked,4662,44ba62d4aebce5ed431106a77a8ab7862855d3516524b01127a074bb8f171bfe,yes,yes,production source code,no,
clinical_engine/regimen/clinical_regimen.py,A,untracked,4731,b674337a5b402f85aa15129c83c83c9b1ca618429afb2c1e44b68201a8fa0425,yes,yes,production source code,no,
clinical_engine/regimen/conflict_detector.py,A,untracked,4084,5ba2d48a103e0a62a708e351fbbca0fd062ba5c0d8423cced33076ac13f585b0,yes,yes,production source code,no,
clinical_engine/regimen/field_normalization.py,A,untracked,4688,492c83faed6a4cc17bc447bb1b4f0f95d9008c82d7c3c908646d1e82a1bb8da9,yes,yes,production source code,no,
clinical_engine/regimen/quality_improvement.py,A,untracked,3310,289734ffa3d9b4a99d0b9cadeb28788667e1e07c8b29935763b075b72535389f,yes,yes,production source code,no,
clinical_engine/regimen/reject_classifier.py,A,untracked,3114,fd815008a7e81cacd80fc08e31ee51940e4c4287c185becf0ad94f3fe1382b99,yes,yes,production source code,no,
clinical_engine/regimen/store.py,A,untracked,4751,bee71d31c09cc68e2f2f07ac83fb22e84478f17d0fa0afc038ef204935c722b3,yes,yes,production source code,no,
clinical_engine/regimen/tests/__init__.py,B,untracked,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,yes,yes,test source,no,
clinical_engine/regimen/tests/test_p53_assembly.py,B,untracked,5765,f6e8c01cc09071bfd39c2ef05b271ddcebc9ab3e22891751e0533b60418a674b,yes,yes,test source,no,
clinical_engine/regimen/tests/test_p54_quality_improvement.py,B,untracked,5320,2f4ee1be7ade2a0ba68491f80c10167bbb5941e8899a4741a3a0cd1d412d7512,yes,yes,test source,no,
clinical_engine/regimen/tests/test_p55_class_level_separation.py,B,untracked,6423,22740915ce5dabf05b6f0d250691769fdc2410398b69555ad6264fa0f3066c73,yes,yes,test source,no,
clinical_engine/regimen/therapeutic_option.py,A,untracked,3095,84c33e829e3d101d493f18ec60645609b955f4bb8156e53318ce26e8fa358c50,yes,yes,production source code,no,
clinical_engine/regimen/validator.py,A,untracked,3466,a5c08d15f1a5a1a1f9b858b2d5dbc561912dafbbbd85fc38450b8b52c065eedb,yes,yes,production source code,no,
clinical_engine/resources/bundle_manifest.schema.json,A,untracked,4235,2fd57406a6ba9b9d0e866bc1655e3eab28d1f0e83e054279ac1c2de193f675f2,yes,yes,production source code,no,
clinical_engine/resources/clinical_constants.json,A,untracked,4597,737d39e422986093e42a3445baef689e4a23f64e5edb53b1db9902cf6ee8757c,yes,yes,production source code,no,
clinical_engine/resources/curated_knowledge.json,A,untracked,693,b5f2d6124873eb0d0f08896097a3aee40337d019fcb6fc1cbbd82c445e63d9dd,yes,yes,production source code,no,
clinical_engine/resources/curated_regimens.json,A,untracked,585,2430aae2ef55c94fe49a4a89917d2bc3526ca52338319710970201e437e046b8,yes,yes,production source code,no,
clinical_engine/resources/diagnosis_index.curated.json,A,untracked,480972,449a783877647a1ebb84c0bee41a6588bdcad81bf4297e2598db6a388702e675,yes,yes,production source code,no,
clinical_engine/resources/diagnosis_index.json,A,untracked,482755,ed5419493e486e1d30fb08a6a75b76005fa67c7e65217f33dd90f43d8c39e961,yes,yes,production source code,no,
clinical_engine/resources/regimen_bundle_manifest.json,A,untracked,1083,7bb695fa1bcc748a3a243ab1c97da5049dd61c2101365d42e18256e171e0cb1f,yes,yes,production source code,no,
clinical_engine/resources/regimen_review_areas.json,A,untracked,3403,7dcab8363b812b9a0d49b1fb5e0c1b5a682fa9f1f398f733e16c269cd50253f7,yes,yes,production source code,no,
clinical_engine/resources/safety_bundle_manifest.json,A,untracked,854,cae450f02ced002cc87d5ef83b0517277afc09f4cff51f6d3374624024f223aa,yes,yes,production source code,no,
clinical_engine/resources/score_profile_bundle_manifest.json,A,untracked,664,d56b36e455e915680e98316c482a5800d810e0cd25ae5a95f019de631510bee7,yes,yes,production source code,no,
clinical_engine/resources/score_profiles/default.json,A,untracked,418,b5ea9676a362511501799c687f539261679b5261856037293b1d00207760efc0,yes,yes,production source code,no,
clinical_engine/resources/terminology_bundle_manifest.json,A,untracked,712,abcdebae507b8b5518caac1372eaf87e536a66c0a2a98772b3232906a488679f,yes,yes,production source code,no,
clinical_engine/review_workbench/__init__.py,A,untracked,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,yes,yes,production source code,no,
clinical_engine/review_workbench/api.py,A,untracked,12269,125394a07aaa894d8dee77e67c5759b65d68f6463d751269d717c62ebe36c926,yes,yes,production source code,no,
clinical_engine/review_workbench/dose_unit_audit.py,A,untracked,5532,f0e0837a043e06e4ed5410717b47ebbd0348c60d93161d24158073b9f37614e4,yes,yes,production source code,no,
clinical_engine/review_workbench/issue_registry.py,A,untracked,1436,6463f1758dddbdebb1281d359a9f42bf3429a0ac7534d1c9cce2d1628f4d298b,yes,yes,production source code,no,
clinical_engine/review_workbench/models.py,A,untracked,3429,cf6664bcabf6ef2d7ded6b4a87d3ad2691ced4c8db0d73e832d175b6f706832e,yes,yes,production source code,no,
clinical_engine/review_workbench/permissions.py,A,untracked,1185,f87bd035188124c066c4b3c46339f5e24b68cb968178a34cdeae523ea32fb89e,yes,yes,production source code,no,
clinical_engine/review_workbench/pilot_policy.py,A,untracked,4942,d9889f236d39b35202857fa0ccfeca1b26d0a7cdf649fba9dc76a9a037874683,yes,yes,production source code,no,
clinical_engine/review_workbench/priority.py,A,untracked,1968,db67fb554ff4c024a5a19ad560ecd4672a0dfbc32c41f25c4767bd2ca34246d9,yes,yes,production source code,no,
clinical_engine/review_workbench/queue_builder.py,A,untracked,11980,2934e2878e160150d07dda9df89cf48e8a8ea63622c3e1ed564c669844c8e854,yes,yes,production source code,no,
clinical_engine/review_workbench/reporting.py,A,untracked,2048,7ccd03f6c65200b22b12d020ccafd5cb760d3ed88f524fb1be95f403c29264fc,yes,yes,production source code,no,
clinical_engine/review_workbench/service.py,A,untracked,16322,7b490890eea3058b9a7d669ed483ded30564070618d43430822e2c082353d505,yes,yes,production source code,no,
clinical_engine/review_workbench/storage.py,A,untracked,17559,e58a2ec1c3fc8c8a98b5e8f8e80c9458aa459ee2be1ba299ab5f395763e8c3be,yes,yes,production source code,no,
clinical_engine/review_workbench/tests/__init__.py,B,untracked,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,yes,yes,test source,no,
clinical_engine/review_workbench/tests/test_rc027_packet_provenance.py,B,untracked,7125,d9b02b2902e26286b0ddab388326c087c9df1bcc34a0df742700e003c0668582,yes,yes,test source,no,
clinical_engine/review_workbench/tests/test_real_review_artifact.py,B,untracked,2326,f6bf9d14c04a0e1299cc971dc52344c6d3c0ead2c131cfe1b68cd45d30b13374,yes,yes,test source,no,
clinical_engine/review_workbench/tests/test_review_api.py,B,untracked,3031,133da2846cf121b9e0304e1162b0d986ea16f6e0489837dcb4df8b6738cedf24,yes,yes,test source,no,
clinical_engine/review_workbench/tests/test_review_workbench.py,B,untracked,15611,f2fd1f1ec9b6585eada0f7e489b240aed3142714d5361c9079c4caa2ac0e4538,yes,yes,test source,no,
clinical_engine/stages/__init__.py,A,untracked,91,2b28a2b3dbaaae06f5f8b044eee2eb73b3f7e094a5e0784e19cdb86a575e23f9,yes,yes,production source code,no,
clinical_engine/stages/diagnosis_match.py,A,untracked,5151,0c1a7c07303dce773f34bb14ee7641bd2fcf6e569e6f8e104774fdf373a0c2c1,yes,yes,production source code,no,
clinical_engine/stages/dose_adjustment.py,A,untracked,6886,7ef49900d1a86edf42d651b654a18f07964d39b694f4596a0652ec24562bcfd4,yes,yes,production source code,no,
clinical_engine/stages/dose_calculation.py,A,untracked,10599,e9b784553e1dbf7d4356f0769b7ded74e65ae01d7334ebcf69959990623938d3,yes,yes,production source code,no,
clinical_engine/stages/hard_safety_filter.py,A,untracked,14622,a62e7e5459f59385edee9919e1392a661359f0daeb654b3e787f3ca1ea8083ca,yes,yes,production source code,no,
clinical_engine/stages/interaction_check.py,A,untracked,6953,a9901c2a30ae5c03a4e266b62623332ef9841863f7489db7d83b4048b51cda02,yes,yes,production source code,no,
clinical_engine/stages/population_filter.py,A,untracked,3102,17cb2d6f64b30312b792b0772941221d8348215ed5165010d6c8897e632e06c0,yes,yes,production source code,no,
clinical_engine/stages/rank_recommendations.py,A,untracked,5361,c50b6a33d54b9550a8a11df30befce87972113c58ee7928fc6e3199ed7d6779a,yes,yes,production source code,no,
